order_id,order_date,customer_name,region,product_id,product_name,category,quantity,sales_amount,profit
ORD-00898,2024-02-26,"Nathan Cortez",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,9,3814.06,912.24
ORD-01071,2023-01-15,"Cynthia Wallace",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,9,4767.57,1875.70
ORD-01088,2024-05-24,"Kristine Garcia",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,7,2966.49,467.25
ORD-01115,2023-09-23,"Carol Lawson",South,PROD-0017,"Executive Office Chair (Tables)",Furniture,3,1271.35,560.18
ORD-01127,2023-08-05,"John Torres",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,13,5853.52,1621.61
ORD-01142,2023-10-11,"Jordan Edwards",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,5,2648.65,485.00
ORD-01155,2025-03-18,"Donald Wright",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,3,1589.19,554.86
ORD-01259,2023-10-06,"Ashley James",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,8,4237.84,1109.64
ORD-01264,2024-07-28,"Jennifer Powers",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,14,7416.22,2582.73
ORD-01437,2024-11-18,"Jeremy Turner",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,3,1589.19,385.12
ORD-01508,2025-02-08,"Mr. Nathaniel Khan",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,2,1059.46,346.61
ORD-01624,2025-01-14,"Julie Grant",South,PROD-0017,"Executive Office Chair (Tables)",Furniture,11,4952.98,912.76
ORD-01635,2025-08-31,"Seth Booker",West,PROD-0017,"Executive Office Chair (Tables)",Furniture,12,6356.76,1294.18
ORD-01799,2023-08-04,"Julie Grant",South,PROD-0017,"Executive Office Chair (Tables)",Furniture,6,2860.54,787.48
ORD-01891,2023-09-13,"Mark Brennan",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,2,1059.46,185.39
ORD-01964,2024-12-27,"Jennifer Powers",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,6,3178.38,1030.61
ORD-01978,2024-02-26,"Charles Schultz",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,5,2516.22,514.90
ORD-02025,2025-07-08,"Haley Hartman",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,7,3337.30,860.43
ORD-02062,2025-01-10,"Tracy Phillips",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,11,4952.98,1223.74
ORD-02097,2025-03-30,"Ms. Teresa Wilson",West,PROD-0017,"Executive Office Chair (Tables)",Furniture,12,5721.08,1211.79
ORD-02111,2023-05-13,"Kara Schmidt",South,PROD-0017,"Executive Office Chair (Tables)",Furniture,11,5827.03,1963.11
ORD-02119,2023-09-16,"Allison Hill",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,9,4052.43,1092.19
ORD-02190,2025-01-28,"Nancy Gonzalez",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,12,5085.41,1908.38
ORD-02192,2025-08-17,"Robert Montgomery",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,9,4767.57,1750.90
ORD-02212,2025-09-26,"Mr. Philip Cannon",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,1,529.73,237.44
ORD-02346,2023-08-07,"Cameron Fisher",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,2,1059.46,286.97
ORD-02368,2024-12-24,"Jordan Edwards",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,2,1059.46,419.80
ORD-02370,2025-06-24,"Julia Torres",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,11,5827.03,979.24
ORD-02437,2024-08-31,"Brenda Bailey",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,4,1907.03,377.33
ORD-02478,2023-01-10,"Kara Schmidt",South,PROD-0017,"Executive Office Chair (Tables)",Furniture,15,7548.65,2752.92
ORD-02560,2024-09-08,"Curtis Johnson",West,PROD-0017,"Executive Office Chair (Tables)",Furniture,5,2648.65,955.63
ORD-02569,2025-04-05,"Justin Baxter",East,PROD-0017,"Executive Office Chair (Tables)",Furniture,11,5827.03,1813.12
ORD-02773,2024-11-06,"Roger Vargas",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,3,1430.27,412.02
ORD-02781,2023-07-29,"Kerry Smith",North,PROD-0017,"Executive Office Chair (Tables)",Furniture,9,4529.19,962.89
ORD-02811,2025-12-10,"Brenda Snyder PhD",Central,PROD-0017,"Executive Office Chair (Tables)",Furniture,8,4237.84,954.79
ORD-02965,2023-09-10,"Rebecca Jackson",West,PROD-0017,"Executive Office Chair (Tables)",Furniture,2,1006.49,387.00
ORD-00275,2024-08-28,"Allison Smith",South,PROD-0018,"Conference Table (Storage)","Office Supplies",5,3287.76,885.11
ORD-00306,2024-09-12,"James Harmon",East,PROD-0018,"Conference Table (Storage)","Office Supplies",10,6229.44,2628.65
ORD-00462,2024-07-28,"Michael Miles",South,PROD-0018,"Conference Table (Storage)","Office Supplies",15,9344.16,2625.21
ORD-00494,2025-03-15,"Joshua Perry",East,PROD-0018,"Conference Table (Storage)","Office Supplies",6,4152.96,707.58
ORD-00501,2025-11-03,"Casey Stone",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",15,8305.92,2014.08
ORD-00509,2025-10-21,"Christopher Collins",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",3,2076.48,312.90
ORD-00550,2024-07-29,"Roger Vargas",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",10,6229.44,2488.58
ORD-00572,2024-04-24,"Grant Watts",West,PROD-0018,"Conference Table (Storage)","Office Supplies",7,4118.35,1740.58
ORD-00627,2025-05-09,"Denise King",South,PROD-0018,"Conference Table (Storage)","Office Supplies",8,5537.28,876.18
ORD-00672,2023-07-04,"Joseph Hill",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",1,692.16,186.54
ORD-00751,2023-01-18,"James Harmon",East,PROD-0018,"Conference Table (Storage)","Office Supplies",4,2768.64,740.60
ORD-00807,2023-07-04,"Justin Baxter",East,PROD-0018,"Conference Table (Storage)","Office Supplies",13,8098.27,3461.89
ORD-00876,2024-02-07,"Jordan Edwards",North,PROD-0018,"Conference Table (Storage)","Office Supplies",13,7648.37,1229.19
ORD-00916,2025-11-15,"Eric Byrd",North,PROD-0018,"Conference Table (Storage)","Office Supplies",3,2076.48,819.80
ORD-00920,2023-05-18,"Dwayne Payne",South,PROD-0018,"Conference Table (Storage)","Office Supplies",5,3460.80,1352.39
ORD-00939,2023-12-06,"Robert Costa",South,PROD-0018,"Conference Table (Storage)","Office Supplies",13,8098.27,3303.19
ORD-00972,2025-12-05,"Austin Smith",West,PROD-0018,"Conference Table (Storage)","Office Supplies",7,4845.12,908.72
ORD-01001,2024-12-13,"Nancy Gonzalez",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",6,3322.37,1219.47
ORD-01140,2024-07-19,"Lori Guerrero",East,PROD-0018,"Conference Table (Storage)","Office Supplies",15,9344.16,2771.65
ORD-01173,2023-02-07,"Connor Greene",West,PROD-0018,"Conference Table (Storage)","Office Supplies",7,4360.61,777.01
ORD-01253,2024-03-10,"Crystal Whitehead",North,PROD-0018,"Conference Table (Storage)","Office Supplies",1,588.34,229.24
ORD-01329,2023-01-16,"James Howard",West,PROD-0018,"Conference Table (Storage)","Office Supplies",10,6575.52,1288.53
ORD-01460,2023-04-23,"Haley Hartman",East,PROD-0018,"Conference Table (Storage)","Office Supplies",9,5295.02,1804.56
ORD-01492,2025-06-24,"Robert Carter",North,PROD-0018,"Conference Table (Storage)","Office Supplies",6,3530.02,1469.57
ORD-01597,2023-07-24,"Cheryl Allen",North,PROD-0018,"Conference Table (Storage)","Office Supplies",12,7060.03,2740.90
ORD-01738,2025-03-13,"Tony Saunders",East,PROD-0018,"Conference Table (Storage)","Office Supplies",1,692.16,309.84
ORD-01779,2023-11-06,"Casey Stone",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",15,9344.16,4042.82
ORD-01793,2023-04-08,"Nancy Gonzalez",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",13,7648.37,1281.84
ORD-01802,2025-09-02,"Lori Hill",West,PROD-0018,"Conference Table (Storage)","Office Supplies",4,2630.21,1121.99
ORD-01937,2025-11-08,"Nicole Parrish",North,PROD-0018,"Conference Table (Storage)","Office Supplies",6,3945.31,1161.23
ORD-02004,2024-07-13,"Thomas Jones",North,PROD-0018,"Conference Table (Storage)","Office Supplies",3,1972.66,675.78
ORD-02093,2024-05-24,"Alexis Herrera",South,PROD-0018,"Conference Table (Storage)","Office Supplies",6,3945.31,1043.51
ORD-02141,2023-07-16,"Sierra Johnson",East,PROD-0018,"Conference Table (Storage)","Office Supplies",6,3945.31,1562.78
ORD-02198,2025-05-18,"Destiny Riggs",South,PROD-0018,"Conference Table (Storage)","Office Supplies",11,6852.38,1166.74
ORD-02334,2023-01-28,"Patrick Fox",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",5,3460.80,1395.51
ORD-02376,2023-04-27,"Mr. Philip Cannon",East,PROD-0018,"Conference Table (Storage)","Office Supplies",12,6644.74,2502.11
ORD-02451,2025-11-14,"Haley Hartman",East,PROD-0018,"Conference Table (Storage)","Office Supplies",13,8998.08,3465.23
ORD-02506,2023-07-29,"Casey Stone",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",3,1972.66,369.17
ORD-02584,2025-06-18,"Julia Torres",East,PROD-0018,"Conference Table (Storage)","Office Supplies",14,8236.70,2181.51
ORD-02653,2024-10-15,"James Harmon",East,PROD-0018,"Conference Table (Storage)","Office Supplies",12,7475.33,2234.87
ORD-02692,2023-10-21,"Mr. Philip Cannon",East,PROD-0018,"Conference Table (Storage)","Office Supplies",1,692.16,185.44
ORD-02859,2025-01-20,"David Cox",West,PROD-0018,"Conference Table (Storage)","Office Supplies",9,6229.44,1045.53
ORD-02873,2024-01-21,"Michael Martinez",East,PROD-0018,"Conference Table (Storage)","Office Supplies",5,3460.80,1373.48
ORD-02888,2025-07-23,"John Hernandez",East,PROD-0018,"Conference Table (Storage)","Office Supplies",10,6229.44,1505.35
ORD-02934,2025-12-31,"Joshua Perry",East,PROD-0018,"Conference Table (Storage)","Office Supplies",2,1384.32,321.11
ORD-02978,2025-08-24,"Casey Stone",Central,PROD-0018,"Conference Table (Storage)","Office Supplies",11,7613.76,1252.05
ORD-00051,2024-08-31,"Belinda Miller",East,PROD-0019,"USB Hub (Storage)","Office Supplies",14,5165.75,790.31
ORD-00092,2025-04-21,"Grant Watts",West,PROD-0019,"USB Hub (Storage)","Office Supplies",1,409.98,92.90
ORD-00119,2024-12-22,"Sharon James",North,PROD-0019,"USB Hub (Storage)","Office Supplies",4,1393.93,547.76
ORD-00151,2025-01-03,"Nancy Gonzalez",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",13,4263.79,1614.36
ORD-00211,2024-08-10,"Jesse Perry",North,PROD-0019,"USB Hub (Storage)","Office Supplies",2,696.97,132.93
ORD-00272,2025-11-29,"Robin Young",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",5,1639.92,697.32
ORD-00345,2023-08-14,"Anna Gay",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",4,1639.92,520.98
ORD-00383,2023-05-08,"Lori Guerrero",East,PROD-0019,"USB Hub (Storage)","Office Supplies",11,4509.78,1399.75
ORD-00409,2023-08-20,"Denise King",South,PROD-0019,"USB Hub (Storage)","Office Supplies",1,327.98,82.63
ORD-00515,2023-08-24,"Nicholas Sheppard",East,PROD-0019,"USB Hub (Storage)","Office Supplies",1,327.98,113.83
ORD-00543,2025-05-20,"Thomas Jones",North,PROD-0019,"USB Hub (Storage)","Office Supplies",2,696.97,140.08
ORD-00571,2023-12-05,"Vincent Dalton",North,PROD-0019,"USB Hub (Storage)","Office Supplies",1,389.48,102.17
ORD-00576,2023-09-28,"Marie Christian",West,PROD-0019,"USB Hub (Storage)","Office Supplies",8,3279.84,1250.66
ORD-00578,2023-10-08,"Andrea Davis",East,PROD-0019,"USB Hub (Storage)","Office Supplies",7,2295.89,472.93
ORD-00623,2023-11-05,"Denise King",South,PROD-0019,"USB Hub (Storage)","Office Supplies",1,389.48,172.47
ORD-00633,2025-03-15,"Laura Mckinney",South,PROD-0019,"USB Hub (Storage)","Office Supplies",12,3935.81,902.85
ORD-00698,2025-09-15,"Angela Hernandez",West,PROD-0019,"USB Hub (Storage)","Office Supplies",12,4919.76,1577.29
ORD-00786,2023-12-09,"Gina French",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",2,655.97,286.19
ORD-00810,2023-12-24,"Crystal Little",East,PROD-0019,"USB Hub (Storage)","Office Supplies",14,5739.72,1115.37
ORD-00813,2023-12-16,"Mark Brennan",North,PROD-0019,"USB Hub (Storage)","Office Supplies",6,2459.88,446.82
ORD-00867,2024-08-27,"Marie Christian",West,PROD-0019,"USB Hub (Storage)","Office Supplies",4,1311.94,377.38
ORD-00881,2023-03-23,"Kelsey Parker",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",3,1229.94,333.23
ORD-00899,2025-06-10,"Michelle James",West,PROD-0019,"USB Hub (Storage)","Office Supplies",11,3607.82,606.38
ORD-00903,2025-04-14,"Mrs. Jennifer Morgan",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",7,2726.37,711.40
ORD-00994,2023-12-25,"Christian Martinez",East,PROD-0019,"USB Hub (Storage)","Office Supplies",11,4284.29,1363.73
ORD-01024,2023-03-08,"Scott Branch",West,PROD-0019,"USB Hub (Storage)","Office Supplies",9,3689.82,1224.60
ORD-01028,2024-06-15,"Patrick Ryan",South,PROD-0019,"USB Hub (Storage)","Office Supplies",3,1106.95,410.84
ORD-01031,2025-01-17,"Anna Henderson",East,PROD-0019,"USB Hub (Storage)","Office Supplies",14,5452.73,1996.31
ORD-01065,2024-12-12,"Cheryl Williams",South,PROD-0019,"USB Hub (Storage)","Office Supplies",8,2951.86,1127.20
ORD-01080,2023-02-15,"April Booth",North,PROD-0019,"USB Hub (Storage)","Office Supplies",3,1229.94,449.38
ORD-01104,2025-09-20,"Christopher Schwartz",North,PROD-0019,"USB Hub (Storage)","Office Supplies",12,4673.77,1319.37
ORD-01118,2024-06-08,"Melissa Gates",North,PROD-0019,"USB Hub (Storage)","Office Supplies",1,409.98,157.34
ORD-01134,2024-03-14,"Laurie Hoffman",North,PROD-0019,"USB Hub (Storage)","Office Supplies",7,2295.89,654.16
ORD-01151,2024-09-16,"Connor Greene",West,PROD-0019,"USB Hub (Storage)","Office Supplies",9,3689.82,1306.95
ORD-01261,2023-04-25,"Charles Schultz",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",14,5165.75,1860.69
ORD-01299,2024-12-14,"Theresa Clark",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",10,3689.82,1519.40
ORD-01338,2023-01-23,"Nathan Cortez",East,PROD-0019,"USB Hub (Storage)","Office Supplies",8,3115.85,922.92
ORD-01357,2023-10-25,"Scott Cole",North,PROD-0019,"USB Hub (Storage)","Office Supplies",9,2951.86,943.35
ORD-01407,2023-10-09,"Kimberly Gibson",West,PROD-0019,"USB Hub (Storage)","Office Supplies",6,1967.90,316.03
ORD-01470,2025-07-14,"John Torres",North,PROD-0019,"USB Hub (Storage)","Office Supplies",10,4099.80,861.08
ORD-01481,2024-06-16,"Kelsey Parker",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",4,1557.92,527.25
ORD-01512,2024-09-14,"Robert Costa",South,PROD-0019,"USB Hub (Storage)","Office Supplies",8,2951.86,673.15
ORD-01522,2023-04-19,"Kimberly Gibson",West,PROD-0019,"USB Hub (Storage)","Office Supplies",5,2049.90,664.47
ORD-01542,2025-11-17,"Matthew Williams",South,PROD-0019,"USB Hub (Storage)","Office Supplies",10,4099.80,1267.97
ORD-01610,2025-08-15,"Alison Buchanan",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",5,1742.42,505.62
ORD-01702,2025-02-20,"Christian Martinez",East,PROD-0019,"USB Hub (Storage)","Office Supplies",2,778.96,290.90
ORD-01731,2023-01-29,"Mr. Donald Fischer",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",4,1639.92,336.53
ORD-01736,2025-06-30,"Julie Grant",South,PROD-0019,"USB Hub (Storage)","Office Supplies",8,3115.85,1383.79
ORD-01794,2024-09-02,"Sandra Parker",West,PROD-0019,"USB Hub (Storage)","Office Supplies",10,3484.83,1562.72
ORD-01908,2023-10-24,"Reginald Williams",West,PROD-0019,"USB Hub (Storage)","Office Supplies",1,409.98,122.12
ORD-01943,2023-06-23,"Barry Welch",West,PROD-0019,"USB Hub (Storage)","Office Supplies",3,983.95,417.97
ORD-01955,2024-12-10,"Tracy Phillips",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",13,5063.25,841.79
ORD-01958,2024-03-05,"Alexis Herrera",South,PROD-0019,"USB Hub (Storage)","Office Supplies",8,3279.84,968.38
ORD-02007,2023-07-30,"Angie Henderson",East,PROD-0019,"USB Hub (Storage)","Office Supplies",7,2439.38,872.08
ORD-02268,2024-07-03,"George Shelton",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",9,3689.82,1471.01
ORD-02289,2025-04-04,"Jennifer Powers",North,PROD-0019,"USB Hub (Storage)","Office Supplies",2,696.97,203.49
ORD-02300,2023-10-18,"Suzanne Walker",South,PROD-0019,"USB Hub (Storage)","Office Supplies",1,409.98,181.54
ORD-02311,2023-10-28,"Jeremy Turner",Central,PROD-0019,"USB Hub (Storage)","Office Supplies",6,2459.88,818.70
ORD-02324,2023-10-13,"Anna Lozano",West,PROD-0019,"USB Hub (Storage)","Office Supplies",5,1947.40,792.12
ORD-02435,2025-02-22,"Kimberly Smith",North,PROD-0019,"USB Hub (Storage)","Office Supplies",1,348.48,80.06
ORD-02456,2025-10-12,"Angie Henderson",East,PROD-0019,"USB Hub (Storage)","Office Supplies",7,2582.87,429.01
ORD-02472,2023-06-03,"Kristine Garcia",East,PROD-0019,"USB Hub (Storage)","Office Supplies",10,3484.83,1127.26
ORD-02628,2023-03-03,"Walter Rush",West,PROD-0019,"USB Hub (Storage)","Office Supplies",1,409.98,132.66
ORD-02675,2025-01-10,"Victoria Valdez",South,PROD-0019,"USB Hub (Storage)","Office Supplies",5,1742.42,653.14
ORD-02823,2024-04-07,"Lori Guerrero",East,PROD-0019,"USB Hub (Storage)","Office Supplies",6,2090.90,932.04
ORD-02887,2024-01-17,"Christopher Schwartz",North,PROD-0019,"USB Hub (Storage)","Office Supplies",13,5329.74,1696.44
ORD-02918,2023-01-26,"Tony Saunders",East,PROD-0019,"USB Hub (Storage)","Office Supplies",3,1229.94,505.97
ORD-02957,2025-03-09,"Jeremy Lowe",East,PROD-0019,"USB Hub (Storage)","Office Supplies",5,1947.40,857.48
ORD-00065,2023-02-12,"Christian Martinez",East,PROD-0020,"Executive Office Chair (Machines)",Technology,13,1068.54,217.53
ORD-00079,2024-05-05,"Mr. Donald Fischer",Central,PROD-0020,"Executive Office Chair (Machines)",Technology,12,1160.40,414.00
ORD-00084,2025-02-24,"Kim Brown",East,PROD-0020,"Executive Office Chair (Machines)",Technology,4,348.12,103.58
ORD-00168,2023-07-06,"Charles Schultz",Central,PROD-0020,"Executive Office Chair (Machines)",Technology,14,1353.80,571.35
ORD-00202,2025-11-10,"Destiny Riggs",South,PROD-0020,"Executive Office Chair (Machines)",Technology,4,309.44,106.81
ORD-00386,2025-01-22,"Angie Henderson",East,PROD-0020,"Executive Office Chair (Machines)",Technology,10,967.00,371.58
ORD-00473,2023-06-25,"Lori Garcia",East,PROD-0020,"Executive Office Chair (Machines)",Technology,13,1131.39,408.87
ORD-00545,2024-06-22,"Darrell Patterson",North,PROD-0020,"Executive Office Chair (Machines)",Technology,6,464.16,95.14
ORD-00658,2024-05-25,"Jesse Perry",North,PROD-0020,"Executive Office Chair (Machines)",Technology,11,850.96,244.14
ORD-00706,2024-08-20,"Melanie Taylor",South,PROD-0020,"Executive Office Chair (Machines)",Technology,2,183.73,36.17
ORD-00779,2023-11-21,"Donald Wright",Central,PROD-0020,"Executive Office Chair (Machines)",Technology,8,618.88,136.73
ORD-00808,2023-07-27,"Mr. Philip Cannon",East,PROD-0020,"Executive Office Chair (Machines)",Technology,15,1450.50,372.34
ORD-00872,2024-10-02,"James Mayo",Central,PROD-0020,"Executive Office Chair (Machines)",Technology,9,870.30,388.25
ORD-00965,2025-07-17,"Destiny Riggs",South,PROD-0020,"Executive Office Chair (Machines)",Technology,10,870.30,373.66
ORD-00987,2024-04-15,"Darrell Patterson",North,PROD-0020,"Executive Office Chair (Machines)",Technology,8,618.88,148.66
ORD-01616,2023-11-25,"Ms. Susan Vargas",East,PROD-0020,"Executive Office Chair (Machines)",Technology,5,410.98,110.81
ORD-01639,2024-04-29,"George Shelton",Central,PROD-0020,"Executive Office Chair (Machines)",Technology,14,1286.11,428.86
ORD-01707,2023-07-16,"Michael Warner",East,PROD-0020,"Executive Office Chair (Machines)",Technology,14,1353.80,401.00
ORD-01772,2025-04-29,"Rita Adams",South,PROD-0020,"Executive Office Chair (Machines)",Technology,6,493.17,123.54
ORD-01843,2024-04-23,"Amy Hernandez",South,PROD-0020,"Executive Office Chair (Machines)",Technology,15,1450.50,535.60
ORD-01871,2025-03-22,"Jacob Anderson",West,PROD-0020,"Executive Office Chair (Machines)",Technology,2,154.72,56.75
ORD-01981,2024-02-18,"Scott Cole",North,PROD-0020,"Executive Office Chair (Machines)",Technology,1,96.70,30.58
ORD-02088,2024-10-07,"Lori Garcia",East,PROD-0020,"Executive Office Chair (Machines)",Technology,14,1353.80,227.04
ORD-02131,2023-11-23,"Mr. Philip Cannon",East,PROD-0020,"Executive Office Chair (Machines)",Technology,1,87.03,28.92
ORD-02209,2024-03-12,"April Booth",North,PROD-0020,"Executive Office Chair (Machines)",Technology,1,82.20,21.43
ORD-02420,2025-08-08,"John Torres",North,PROD-0020,"Executive Office Chair (Machines)",Technology,7,541.52,138.92
ORD-02486,2023-01-22,"Kathleen Ramos",North,PROD-0020,"Executive Office Chair (Machines)",Technology,3,290.10,44.08
ORD-02521,2024-12-12,"Angel Miller",North,PROD-0020,"Executive Office Chair (Machines)",Technology,11,1063.70,253.42
ORD-02550,2023-09-10,"Vincent Mueller",East,PROD-0020,"Executive Office Chair (Machines)",Technology,1,91.86,32.91
ORD-02668,2025-06-07,"Laura Mckinney",South,PROD-0020,"Executive Office Chair (Machines)",Technology,14,1286.11,276.79
ORD-02911,2025-10-20,"Lori Garcia",East,PROD-0020,"Executive Office Chair (Machines)",Technology,4,386.80,149.55
ORD-02923,2024-11-17,"Brittney Webster",West,PROD-0020,"Executive Office Chair (Machines)",Technology,14,1218.42,193.08
ORD-02996,2024-11-26,"Michael Martinez",East,PROD-0020,"Executive Office Chair (Machines)",Technology,3,290.10,61.31
ORD-00041,2024-02-02,"Kyle Mcdonald",North,PROD-0021,"Task Chair (Paper)","Office Supplies",5,3851.05,1316.04
ORD-00102,2024-04-25,"Phillip Dorsey",South,PROD-0021,"Task Chair (Paper)","Office Supplies",11,7201.46,1251.05
ORD-00127,2025-08-17,"Julie Grant",South,PROD-0021,"Task Chair (Paper)","Office Supplies",2,1540.42,344.68
ORD-00167,2025-02-05,"Kerry Smith",North,PROD-0021,"Task Chair (Paper)","Office Supplies",3,1964.04,339.98
ORD-00249,2025-08-18,"Sarah Curtis",Central,PROD-0021,"Task Chair (Paper)","Office Supplies",8,5545.51,2486.74
ORD-00458,2023-06-19,"Samantha Pollard",South,PROD-0021,"Task Chair (Paper)","Office Supplies",8,4929.34,1576.54
ORD-00604,2025-11-25,"Michael Martinez",East,PROD-0021,"Task Chair (Paper)","Office Supplies",13,8010.18,1872.54
ORD-00637,2023-09-05,"Shawn Baker",South,PROD-0021,"Task Chair (Paper)","Office Supplies",9,6931.89,1113.33
ORD-00687,2023-10-16,"Crystal Whitehead",North,PROD-0021,"Task Chair (Paper)","Office Supplies",6,3928.07,1675.94
ORD-00724,2025-05-09,"Michael Evans",South,PROD-0021,"Task Chair (Paper)","Office Supplies",2,1463.40,592.83
ORD-00735,2025-05-03,"Sandra Parker",West,PROD-0021,"Task Chair (Paper)","Office Supplies",10,6546.78,2770.69
ORD-00756,2024-09-03,"Joseph Hill",Central,PROD-0021,"Task Chair (Paper)","Office Supplies",11,8472.31,2588.11
ORD-00930,2023-06-17,"Daniel Salinas",East,PROD-0021,"Task Chair (Paper)","Office Supplies",14,10782.94,2074.49
ORD-00952,2023-06-07,"Joshua Mata",North,PROD-0021,"Task Chair (Paper)","Office Supplies",9,5892.11,2155.08
ORD-00962,2025-09-13,"Crystal Little",East,PROD-0021,"Task Chair (Paper)","Office Supplies",3,2310.63,464.18
ORD-01011,2025-04-24,"Jake Campbell",Central,PROD-0021,"Task Chair (Paper)","Office Supplies",6,4159.13,1203.25
ORD-01023,2023-09-20,"Jennifer Powers",North,PROD-0021,"Task Chair (Paper)","Office Supplies",1,693.19,145.72
ORD-01193,2025-12-08,"Jeremy Turner",Central,PROD-0021,"Task Chair (Paper)","Office Supplies",15,11553.15,3708.34
ORD-01196,2024-01-13,"Nicholas Sheppard",East,PROD-0021,"Task Chair (Paper)","Office Supplies",6,3697.01,688.05
ORD-01257,2023-12-26,"Julie Spencer",North,PROD-0021,"Task Chair (Paper)","Office Supplies",4,3080.84,615.71
ORD-01270,2025-12-11,"Victoria Valdez",South,PROD-0021,"Task Chair (Paper)","Office Supplies",5,3851.05,1603.31
ORD-01333,2023-06-13,"Carol Lawson",South,PROD-0021,"Task Chair (Paper)","Office Supplies",3,1964.04,452.93
ORD-01446,2023-11-02,"Stephen Johnston",North,PROD-0021,"Task Chair (Paper)","Office Supplies",15,10397.84,1877.06
ORD-01625,2023-10-15,"Crystal Little",East,PROD-0021,"Task Chair (Paper)","Office Supplies",4,3080.84,858.65
ORD-01703,2025-03-27,"James Mayo",Central,PROD-0021,"Task Chair (Paper)","Office Supplies",2,1540.42,299.30
ORD-01749,2025-05-03,"Diane Garcia",West,PROD-0021,"Task Chair (Paper)","Office Supplies",14,9165.50,2330.33
ORD-01750,2025-08-25,"Melissa Gates",North,PROD-0021,"Task Chair (Paper)","Office Supplies",13,8010.18,3215.22
ORD-01828,2025-10-26,"Kevin Mills",East,PROD-0021,"Task Chair (Paper)","Office Supplies",15,11553.15,4782.02
ORD-01852,2025-11-11,"Jacob Anderson",West,PROD-0021,"Task Chair (Paper)","Office Supplies",5,3851.05,1546.49
ORD-01986,2025-03-11,"Christopher Lewis",North,PROD-0021,"Task Chair (Paper)","Office Supplies",10,6161.68,1275.50
ORD-01991,2023-05-17,"Diane Garcia",West,PROD-0021,"Task Chair (Paper)","Office Supplies",12,7856.14,1832.66
ORD-02003,2023-12-11,"Kimberly Smith",North,PROD-0021,"Task Chair (Paper)","Office Supplies",2,1309.36,289.27
ORD-02069,2025-02-22,"Noah Brown",North,PROD-0021,"Task Chair (Paper)","Office Supplies",10,7702.10,1770.10
ORD-02100,2023-10-21,"Joshua Perry",East,PROD-0021,"Task Chair (Paper)","Office Supplies",14,9704.65,1816.03
ORD-02128,2024-03-07,"Shannon Ray",North,PROD-0021,"Task Chair (Paper)","Office Supplies",14,9165.50,1555.11
ORD-02175,2023-12-02,"Kyle Preston",South,PROD-0021,"Task Chair (Paper)","Office Supplies",7,4313.18,1742.32
ORD-02292,2023-03-31,"Phillip Dorsey",South,PROD-0021,"Task Chair (Paper)","Office Supplies",3,2310.63,505.95
ORD-02345,2024-11-18,"Sherry Wood",North,PROD-0021,"Task Chair (Paper)","Office Supplies",1,770.21,281.39
ORD-02436,2025-01-03,"Sean Rasmussen",West,PROD-0021,"Task Chair (Paper)","Office Supplies",3,2310.63,587.46
